serial	tag_date	user_token	tag	from_type	origin	origin_desc	tag_freq	last_at	created_at	updated_at
NULL	2021-12-19	U121a908d78efd34bee94614f398fd804	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 19:15:16	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1411dd44b041f2c28a65d7b9947898c7	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 00:55:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1411dd44b041f2c28a65d7b9947898c7	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 00:55:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U14d3c516edb9092830f018b29cb27f4c	限定活動	3	event	keyword	1	2021-12-18 12:04:00	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U14d3c516edb9092830f018b29cb27f4c	對BarkemonGO有興趣者	9	event	channel_link	2	2021-12-18 00:41:45	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U14d3c516edb9092830f018b29cb27f4c	對JOHNNIEWALKER有興趣者	9	event	channel_link	2	2021-12-18 00:41:45	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U167a6a1481c94723ca806f8f261f131d	限定活動	3	event	keyword	1	2021-12-18 19:09:44	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U171af4fdd98b20f78cbff8dcad7210e2	限定活動	3	event	keyword	1	2021-12-18 22:28:52	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U171af4fdd98b20f78cbff8dcad7210e2	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:27:21	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U171af4fdd98b20f78cbff8dcad7210e2	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:27:21	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U188d8fbe4bfa9b4d64ac991a99f7b148	限定活動	3	event	keyword	1	2021-12-18 03:08:43	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U188d8fbe4bfa9b4d64ac991a99f7b148	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 03:05:04	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U188d8fbe4bfa9b4d64ac991a99f7b148	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 03:05:04	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U18f20e864aa5ed8162c8e5f8a87d7889	測試	3	event	keyword	1	2021-12-18 20:36:00	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U19751dce7be9f2776ad65e9a0d76f6d2	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 21:15:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U19751dce7be9f2776ad65e9a0d76f6d2	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 21:15:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U19bdc8ad2e6e50421e0ff54440141c66	主選單-會所介紹	3	event	keyword	1	2021-12-18 13:44:40	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U19bdc8ad2e6e50421e0ff54440141c66	限定活動	3	event	keyword	3	2021-12-18 13:45:57	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U19bdc8ad2e6e50421e0ff54440141c66	慕星計畫	9	event	channel_link	1	2021-12-18 13:42:25	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U19bdc8ad2e6e50421e0ff54440141c66	慕星計畫_官網導流	9	event	channel_link	1	2021-12-18 13:42:25	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1a1a9aecde88696c22f5d5b42d0c7131	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:09:12	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1a1a9aecde88696c22f5d5b42d0c7131	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:09:12	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1a1f6d97d5a2effd21f5778664828395	測試	3	event	keyword	1	2021-12-18 20:36:58	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1ab08f1c10c28390896b59eb03f6eaf5	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 00:59:21	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1ab08f1c10c28390896b59eb03f6eaf5	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 00:59:21	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1b889b2e4c75c180a31586b406826eb1	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 21:27:48	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1b889b2e4c75c180a31586b406826eb1	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 21:27:48	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1b9b9b8af087c63ad70514c95b6628fd	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 20:45:13	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1b9b9b8af087c63ad70514c95b6628fd	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 20:45:13	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1d8b4ee4ebbc247bf517ea24968a3fa2	測試	3	event	keyword	1	2021-12-18 20:36:18	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1ea8cc87d67075ee037d8f53102f6c61	限定活動	3	event	keyword	1	2021-12-18 18:53:57	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1ea8cc87d67075ee037d8f53102f6c61	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 18:52:57	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1ea8cc87d67075ee037d8f53102f6c61	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 18:52:57	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U1fc415bee4807017a7e452b1c15207d0	限定活動	3	event	keyword	1	2021-12-18 23:04:18	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U207b4bbbf70d4bbb0016e8184b355d4f	限定活動	3	event	keyword	2	2021-12-18 23:03:02	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U20aec87f14555f9d47937cbe541b4ef6	限定活動	3	event	keyword	1	2021-12-18 19:52:10	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U20aec87f14555f9d47937cbe541b4ef6	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 19:51:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U20aec87f14555f9d47937cbe541b4ef6	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 19:51:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U214ae2d12fa7840aad8dcaf0f8995a31	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 00:13:38	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U214ae2d12fa7840aad8dcaf0f8995a31	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 00:13:38	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U22419b07dd2f2278ff81212ccc105d34	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:53:38	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U22419b07dd2f2278ff81212ccc105d34	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:53:38	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U22a94e5f08b61c3dd611a2cd3ab53f6c	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:58:55	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U22a94e5f08b61c3dd611a2cd3ab53f6c	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:58:55	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2310490e9622a5b24ba5b1f1f176aa8a	限定活動	3	event	keyword	1	2021-12-18 23:30:29	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2310490e9622a5b24ba5b1f1f176aa8a	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 23:30:22	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2310490e9622a5b24ba5b1f1f176aa8a	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 23:30:22	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U244f37f2f0e121d2d499ba44bbb44055	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 20:14:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U244f37f2f0e121d2d499ba44bbb44055	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 20:14:53	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U269246a02787dae72b4685cff7290675	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 21:17:39	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U269246a02787dae72b4685cff7290675	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 21:17:39	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U26c43eaf2d2f363ede72bde0f08bbf00	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 20:46:10	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U26c43eaf2d2f363ede72bde0f08bbf00	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 20:46:10	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U287e885f2cadf4cf91d0187a5fbbae18	限定活動	3	event	keyword	1	2021-12-18 19:12:16	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U29480648a09536a3ad20dbbbbb65381c	慕星計畫	9	event	channel_link	1	2021-12-18 22:21:56	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U29480648a09536a3ad20dbbbbb65381c	慕星計畫_渥達尼斯	9	event	channel_link	1	2021-12-18 22:21:57	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2a67caa94521772b78a181ce3fb5bdc9	限定活動	3	event	keyword	2	2021-12-18 22:56:43	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2a67caa94521772b78a181ce3fb5bdc9	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:53:49	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2a67caa94521772b78a181ce3fb5bdc9	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:53:49	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2d349effeb185e7740b0f94fdab08b87	限定活動	3	event	keyword	1	2021-12-18 22:29:48	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2d349effeb185e7740b0f94fdab08b87	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:27:21	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2d349effeb185e7740b0f94fdab08b87	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:27:21	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2e489cbb47f6e50596ed3010abb5077c	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:28:51	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2e489cbb47f6e50596ed3010abb5077c	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:28:51	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2e4f103f048db4a8b53753561de5c454	對BarkemonGO有興趣者	9	event	channel_link	2	2021-12-18 21:49:26	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2e4f103f048db4a8b53753561de5c454	對JOHNNIEWALKER有興趣者	9	event	channel_link	2	2021-12-18 21:49:27	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2e605d12953755f994ce2555b4a1a19d	限定活動	3	event	keyword	1	2021-12-18 00:55:55	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2e605d12953755f994ce2555b4a1a19d	MT_FBPost	9	event	channel_link	2	2021-12-18 00:55:42	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2eff1a4a03e92645da2b2c0714b87c7f	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 01:03:28	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2eff1a4a03e92645da2b2c0714b87c7f	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 01:03:28	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2fb79c046003b886d23dd82e5ada8bbe	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 20:49:08	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U2fb79c046003b886d23dd82e5ada8bbe	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 20:49:08	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U311c55a8ce79eed18343c11137006680	測試	3	event	keyword	1	2021-12-18 20:35:55	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U32b46fb08d012cb9836dee0ac23687f1	測試	3	event	keyword	1	2021-12-18 20:36:46	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U331d1b43b945da8406123659e2d734a2	限定活動	3	event	keyword	1	2021-12-18 21:51:28	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U331d1b43b945da8406123659e2d734a2	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 21:51:20	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U331d1b43b945da8406123659e2d734a2	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 21:51:20	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U336721836e71fe84855716a07db04639	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 21:31:13	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U336721836e71fe84855716a07db04639	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 21:31:13	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U347b239bdd1f9426de9a56d01d922cdf	測試	3	event	keyword	1	2021-12-18 20:36:03	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U34bbde74d61eec20e221876559675d8b	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 01:06:27	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U34bbde74d61eec20e221876559675d8b	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 01:06:27	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U365e227499e4f4e0b0dd776ab786139a	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 01:03:59	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U365e227499e4f4e0b0dd776ab786139a	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 01:03:59	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U37778592dbecc11ff0c9969587152bb2	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 03:36:07	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U37778592dbecc11ff0c9969587152bb2	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 03:36:07	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U39fb86899698737b50dd0d74fafabb9e	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 21:16:35	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U39fb86899698737b50dd0d74fafabb9e	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 21:16:35	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3a4e473e924bbb375b9ccb66425bfb61	限定活動	3	event	keyword	2	2021-12-18 19:08:30	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3a4e473e924bbb375b9ccb66425bfb61	BAR可夢	9	event	channel_link	1	2021-12-18 19:08:26	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3a4e473e924bbb375b9ccb66425bfb61	Talisker	9	event	channel_link	1	2021-12-18 19:08:26	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3aecd80f693261e37d2dece81c978ff3	主選單＿品酩會報名	3	event	keyword	1	2021-12-18 03:03:19	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3aecd80f693261e37d2dece81c978ff3	主選單-會所介紹	3	event	keyword	1	2021-12-18 03:03:16	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3aecd80f693261e37d2dece81c978ff3	主選單-產品介紹	3	event	keyword	1	2021-12-18 03:03:08	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3aecd80f693261e37d2dece81c978ff3	對品酩會有興趣者	3	event	keyword	1	2021-12-18 03:03:19	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3aecd80f693261e37d2dece81c978ff3	限定活動	3	event	keyword	1	2021-12-18 03:03:44	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3b89ced67926690b48667fa9632866a4	限定活動	3	event	keyword	1	2021-12-18 21:27:19	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3b89ced67926690b48667fa9632866a4	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 21:27:13	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3b89ced67926690b48667fa9632866a4	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 21:27:13	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3b982bf7f49020f70a891a05ff98a3b0	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 19:52:49	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3b982bf7f49020f70a891a05ff98a3b0	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 19:52:49	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3f2debf2ac381686931899c6961de647	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 00:57:33	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U3f2debf2ac381686931899c6961de647	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 00:57:33	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U436554962f99aa99f6881a8474ca77f3	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:13:36	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U436554962f99aa99f6881a8474ca77f3	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:13:36	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U44148b29a97f484fe6a25dad31ddb7c7	對BarkemonGO有興趣者	9	event	channel_link	3	2021-12-18 22:25:26	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U44148b29a97f484fe6a25dad31ddb7c7	對JOHNNIEWALKER有興趣者	9	event	channel_link	3	2021-12-18 22:25:26	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U4428e5c29e63cb196b4374ba6458c135	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 22:07:48	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U4428e5c29e63cb196b4374ba6458c135	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 22:07:49	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U44c3071a3c1520a554bb3f36558eab0f	BAR可夢	9	event	channel_link	1	2021-12-18 21:30:52	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U44c3071a3c1520a554bb3f36558eab0f	Talisker	9	event	channel_link	1	2021-12-18 21:30:52	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U4966bcb064259cead5bb632662132827	對BarkemonGO有興趣者	9	event	channel_link	1	2021-12-18 00:38:31	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U4966bcb064259cead5bb632662132827	對JOHNNIEWALKER有興趣者	9	event	channel_link	1	2021-12-18 00:38:31	2021-12-19 02:22:15	2021-12-19 02:22:15
NULL	2021-12-19	U4a4243f0a99d52c301ad6db510ab595d	限定活動	3	event	keyword	2	2021-12-18 01:58:20	2021-12-19 02:22:15	2021-12-19 02:22:15
