serial	tag_date	fpc	domain	datetime	channel	tag	tag_freq	origin	orgin_desc	created_at	updated_at
NULL	2021-12-17	0039cbc44db88e06c46422067b5768f0-_KV4IH3EDU8J4T	NULL	2021-12-16 19:28:29	web	SP頁	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0039cbc44db88e06c46422067b5768f0-_KV4IH3EDU8J4T	NULL	2021-12-16 19:28:29	web	機車險-SP頁	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0039cbc44db88e06c46422067b5768f0-_KV4IH3EDU8J4T	NULL	2021-12-16 19:28:29	web	機車險省215元-SP頁	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0092f18b08cc31be015954209da98ec1-_KFNHFM2QXBRJN	NULL	2021-12-16 15:51:13	web	強制證下載	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0092f18b08cc31be015954209da98ec1-_KFNHFM2QXBRJN	NULL	2021-12-16 17:16:16	web	新安保戶	10	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0092f18b08cc31be015954209da98ec1-_KFNHFM2QXBRJN	NULL	2021-12-16 15:51:13	web	查詢	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0092f18b08cc31be015954209da98ec1-_KFNHFM2QXBRJN	NULL	2021-12-16 17:12:53	web	機車險	5	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0092f18b08cc31be015954209da98ec1-_KFNHFM2QXBRJN	NULL	2021-12-16 17:16:16	web	汽車險	5	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0092f18b08cc31be015954209da98ec1-_KFNHFM2QXBRJN	NULL	2021-12-16 17:14:56	web	續保	11	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	0092f18b08cc31be015954209da98ec1-_KFNHFM2QXBRJN	NULL	2021-12-16 17:14:56	web	續保登入	22	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	009b6f75f5e6ba29740366c45d49d74f-_KX7MXBWHWFI7K	NULL	2021-12-16 13:09:26	web	活動首頁	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00b81043ac3f2ec7d8270de49f0c7074-_KX91EJDLB2N0T	NULL	2021-12-16 22:11:30	web	新安感恩祭	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00b81043ac3f2ec7d8270de49f0c7074-_KX91EJDLB2N0T	NULL	2021-12-16 22:11:30	web	汽車試算_基	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00b81043ac3f2ec7d8270de49f0c7074-_KX91EJDLB2N0T	NULL	2021-12-16 22:11:30	web	活動首頁	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00b81043ac3f2ec7d8270de49f0c7074-_KX91EJDLB2N0T	NULL	2021-12-16 22:08:53	web	註冊頁	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:40:32	web	再次登入	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:40:54	web	再次登入_發送驗證碼	2	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:43:48	web	壓注Dyson_送出	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:47:38	web	感恩幣帳戶查詢	2	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:47:38	web	新安感恩祭	12	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:42:14	web	新安感謝祭	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:44:08	web	查看使用紀錄	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
NULL	2021-12-17	00dc4109ba7de1a5c87d6c50f937f657-_KHWUKKRFKCSCN	NULL	2021-12-16 14:42:14	web	汽車險到期查詢_送出	1	API	NULL	2021-12-17 20:21:22	2021-12-17 20:21:22
