serial	tag_date	fpc	domain	keyword	created_at	updated_at
NULL	2021-12-17	4c2ede3f63aae2deebe3aa5336ce176f-_KX7PZZJEBSX2O	www.philips.com.tw	["美髮用品", "吹風機", "BHC111/01", "吹風機"]	2021-12-16 00:00:31	2021-12-17 21:20:28
NULL	2021-12-17	2e481d6583afae2a792f36d0857d22d5-_KX7Q019LSK2UP	www.philips.com.tw	["顯示器", "遊戲與娛樂", "326M6VJRMB/96", "4K HDR 顯示器搭載 Ambiglow 流光溢彩技術"]	2021-12-16 00:00:34	2021-12-17 21:20:28
NULL	2021-12-17	ce2047f84ce116943d1757761a1662d2-_KX7PXK8CUK7J5	www.philips.com.tw	["吸塵器", "直立式吸塵器", "FC6169/31", "2 合 1 手持直立式"]	2021-12-16 00:00:36	2021-12-17 21:20:28
NULL	2021-12-17	d421d373cd0cd7b54dd6b34609c3cdb1-_KX7Q0DY7ER4VU	www.philips.com.tw	["Soundbar", "Essential Soundbar", "HTL1520B/96", "Soundbar 喇叭"]	2021-12-16 00:00:50	2021-12-17 21:20:28
NULL	2021-12-17	d2c99cfa2ba909ea259d6a0f74262ab6-_KWZ7PW5XX6NTC	www.philips.com.tw	["電動牙刷", "DiamondClean Smart", "HX9944/02", "音波震動牙刷搭配手機應用程式"]	2021-12-16 00:01:05	2021-12-17 21:20:28
NULL	2021-12-17	26e59b492dc20e09a46f1dae6b7f8cd9-_KWRQUD86RIJMK	www.philips.com.tw	["電動牙刷", "ExpertResults", "HX7533/01", "音波震動牙刷"]	2021-12-16 00:01:21	2021-12-17 21:20:28
NULL	2021-12-17	d2c99cfa2ba909ea259d6a0f74262ab6-_KWZ7PW5XX6NTC	www.philips.com.tw	["電動牙刷", "DiamondClean Smart", "HX9924/12", "音波震動牙刷搭配手機應用程式"]	2021-12-16 00:01:57	2021-12-17 21:20:28
NULL	2021-12-17	d8662674131c3a6ae17abc1b4600d400-_KX7Q1YLI9D2U6	www.philips.com.tw	["Soundbar", "Essential Soundbar", "HTL1520B/96", "Soundbar 喇叭"]	2021-12-16 00:02:03	2021-12-17 21:20:28
NULL	2021-12-17	2b283f229d3a205d25b45364cdeda895-_KW7Y2GET4C0OE	www.philips.com.tw	["空氣清淨機/空氣清淨除濕機", "空氣清淨機", "AC3033/83", "飛利浦空氣清淨機 - 3000i 系列"]	2021-12-16 00:02:24	2021-12-17 21:20:28
NULL	2021-12-17	ee28b97ac773c88ebca94cc0816e8eea-_KR5HGZP0JU9QI	www.philips.com.tw	["Soundbar", "Dolby Atmos Soundbar", "TAB8805/96", "配備無線重低音喇叭的 Soundbar 3.1"]	2021-12-16 00:02:30	2021-12-17 21:20:28
