serial	tag_date	fpc	domain	datetime	channel	tag	tag_freq	origin	orgin_desc	created_at	updated_at
NULL	2021-12-17	0028498438f6417f3eedffa8737d822d-_K7OC1CRTFPGDQ	NULL	2021-12-16 17:18:01	web	廣告	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0028498438f6417f3eedffa8737d822d-_K7OC1CRTFPGDQ	NULL	2021-12-16 17:36:09	web	新安保戶	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0028498438f6417f3eedffa8737d822d-_K7OC1CRTFPGDQ	NULL	2021-12-16 17:36:09	web	機車險	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0028498438f6417f3eedffa8737d822d-_K7OC1CRTFPGDQ	NULL	2021-12-16 17:18:01	web	每月抽	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0028498438f6417f3eedffa8737d822d-_K7OC1CRTFPGDQ	NULL	2021-12-16 17:18:34	web	汽車強制	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0028498438f6417f3eedffa8737d822d-_K7OC1CRTFPGDQ	NULL	2021-12-16 17:18:34	web	看商品	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0056585a6f98064c003a5fe582aae56d-_KT4IN3DBJ9QVG	NULL	2021-12-16 21:37:11	web	保單服務	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0056585a6f98064c003a5fe582aae56d-_KT4IN3DBJ9QVG	NULL	2021-12-16 21:37:11	web	保單查詢	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0078d7eb52be8eae5e49287defe68dac-_KGHQZEPIGSFEK	NULL	2021-12-16 20:33:51	web	新安感恩祭	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0078d7eb52be8eae5e49287defe68dac-_KGHQZEPIGSFEK	NULL	2021-12-16 20:33:51	web	汽車試算_全	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	0078d7eb52be8eae5e49287defe68dac-_KGHQZEPIGSFEK	NULL	2021-12-16 20:33:51	web	活動首頁	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	00c60eb3eed50bece7b50788d69de62a-_K7FK7XAB01P3C	NULL	2021-12-16 10:19:05	web	menu	2	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
NULL	2021-12-17	00c60eb3eed50bece7b50788d69de62a-_K7FK7XAB01P3C	NULL	2021-12-16 10:18:54	web	回首頁	1	API	NULL	2021-12-17 20:21:42	2021-12-17 20:21:42
