serial	tag_date	fpc	domain	datetime	channel	tag	tag_freq	origin	orgin_desc	created_at	updated_at
NULL	2021-12-17	0021815ad472a3a8fdcec02e8badfcb4-_KX8KUENEH522E	NULL	2021-12-16 14:25:04	web	機車險	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	0021815ad472a3a8fdcec02e8badfcb4-_KX8KUENEH522E	NULL	2021-12-16 14:25:04	web	看商品	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:06:20	web	再次登入	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:07:06	web	再次登入_發送驗證碼	3	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:12:21	web	壓注Dyson_送出	2	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:12:34	web	壓注linepoints_送出	3	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:12:38	web	壓注禮券_送出	3	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:12:50	web	新安感恩祭	20	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:13:13	web	新安感謝祭	2	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:12:50	web	查看使用紀錄	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:13:13	web	汽車險到期查詢_送出	2	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:13:13	web	活動辦法	13	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:10:03	web	活動首頁	9	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:12:14	web	立刻抽獎去	2	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:07:38	web	首次註冊	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:09:16	web	首次註冊_送出	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:09:45	web	首次註冊_驗證碼送出	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:10:03	web	點我分享感恩祭	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004b5ebdbd4c2ac78d9c85ce152798ae-_KP7ULZGK4N15O	NULL	2021-12-16 07:10:03	web	點我分享感恩祭_領幣	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
NULL	2021-12-17	004ba2c65dae6c82f8521987adff2a6d-_KS9XV1MEQRR8E	NULL	2021-12-16 22:00:30	web	疫苗險	1	API	NULL	2021-12-17 20:21:33	2021-12-17 20:21:33
