serial	tag_date	fpc	domain	keyword	created_at	updated_at
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:00:20	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:00:35	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:01:11	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:01:18	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:01:45	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:02:16	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:02:26	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:03:10	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:03:50	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:04:03	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:04:49	2021-12-17 19:04:36
NULL	2021-12-17	a0684434444002345ac3b3ff639b06eb-_KX4R58730Q0R2	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:04:53	2021-12-17 19:04:36
NULL	2021-12-17	b0a00a1dfa0ef5eb3eab762f90ca3867-_KX7Q5LR2IDUGV	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:04:53	2021-12-17 19:04:36
NULL	2021-12-17	b0a00a1dfa0ef5eb3eab762f90ca3867-_KX7Q5LR2IDUGV	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:05:06	2021-12-17 19:04:36
NULL	2021-12-17	7680d810f3abde2d6c60451e9b4a6688-_KX7Q689WXZFBI	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:05:22	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:05:27	2021-12-17 19:04:36
NULL	2021-12-17	7680d810f3abde2d6c60451e9b4a6688-_KX7Q689WXZFBI	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:05:33	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:07:31	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:10:44	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:10:44	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:10:55	2021-12-17 19:04:36
NULL	2021-12-17	76735263b2fc695f8afddddfff21c451-_KX7QDRXQWR3IA	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:11:15	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:12:53	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:14:58	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:15:59	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:16:11	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:16:12	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:16:20	2021-12-17 19:04:36
NULL	2021-12-17	92c51e6eb71d766111d01cbdd5d54879-_KX6J677J89R3D	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:16:28	2021-12-17 19:04:36
NULL	2021-12-17	6d39aa2a9e539577dd210da9db50b2be-_KX7QKOVT0WPW6	www.gewei-tw.com	["AP-1019C", "積木機", "白色", "綠色", "粉色", "三色登場"]	2021-12-16 00:16:37	2021-12-17 19:04:36
NULL	2021-12-17	ad94e419884939ed5e85d8d6db810357-_KX7QLJ6D8JVQ1	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:17:17	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:17:45	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:18:00	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:18:39	2021-12-17 19:04:36
NULL	2021-12-17	1cad8bfa879ce6363db6419a5adae27a-_KX7OTUYKCV6A8	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:19:18	2021-12-17 19:04:36
NULL	2021-12-17	684ba7b4181566e7e41a866e49f288b9-_KX7QJV29UYD47	www.gewei-tw.com	["格威", "Coway淨水器", "飲水機", "逆滲透", "空氣清淨機", "空氣淨化器", "居家淨化", "疫情", "防疫,"]	2021-12-16 00:19:22	2021-12-17 19:04:36
